userid;campaignid;datetime;action
10;2018-03-02;2018-03-12 12:18:13;click
10;2018-03-02;2018-03-12 12:18:10;click
10;2018-03-02;2018-03-12 12:18:07;click
25;2018-03-02;2018-03-12 11:26:21;click
25;2018-03-02;2018-03-12 11:25:45;open
21;2018-03-02;2018-03-05 15:24:24;open
04;2018-03-02;2018-03-05 12:26:14;open
04;2018-03-02;2018-03-05 08:28:08;open
18;2018-03-02;2018-03-04 17:09:09;open
15;2018-03-02;2018-03-04 09:32:10;open
24;2018-03-02;2018-03-02 23:19:10;open
04;2018-03-02;2018-03-02 21:57:35;click
13;2018-03-02;2018-03-02 21:08:19;click
03;2018-03-02;2018-03-02 21:07:35;click
03;2018-03-02;2018-03-02 21:07:12;open
06;2018-03-02;2018-03-02 21:00:07;open
13;2018-03-02;2018-03-02 20:52:30;click
13;2018-03-02;2018-03-02 20:52:21;open
13;2018-03-02;2018-03-02 20:50:49;click
13;2018-03-02;2018-03-02 20:49:50;click
16;2018-03-02;2018-03-02 20:49:44;open
13;2018-03-02;2018-03-02 20:49:02;click
13;2018-03-02;2018-03-02 20:48:30;open
06;2018-02-16;2018-02-20 15:59:14;open
22;2018-02-16;2018-02-20 10:28:16;open
22;2018-02-16;2018-02-20 10:17:41;click
21;2018-02-16;2018-02-20 09:02:44;open
21;2018-02-16;2018-02-20 09:02:22;open
21;2018-02-16;2018-02-20 09:02:20;open
15;2018-02-16;2018-02-19 23:45:31;open
22;2018-02-16;2018-02-19 10:06:44;open
10;2018-02-16;2018-02-19 09:55:44;click
10;2018-02-16;2018-02-19 09:55:33;click
10;2018-02-16;2018-02-19 09:55:30;click
02;2018-02-16;2018-02-18 15:18:33;open
04;2018-02-16;2018-02-17 21:01:18;open
14;2018-02-16;2018-02-17 11:49:45;click
04;2018-02-16;2018-02-17 09:40:19;click
04;2018-02-16;2018-02-17 09:38:39;open
14;2018-02-16;2018-02-17 08:45:54;click
13;2018-02-16;2018-02-17 00:37:12;click
13;2018-02-16;2018-02-17 00:30:24;click
13;2018-02-16;2018-02-17 00:30:18;open
18;2018-02-16;2018-02-16 21:15:09;click
18;2018-02-16;2018-02-16 21:14:24;click
18;2018-02-16;2018-02-16 21:13:45;open
16;2018-02-16;2018-02-16 20:25:59;open
03;2018-02-09;2018-02-12 23:30:38;click
03;2018-02-09;2018-02-12 23:25:43;click
03;2018-02-09;2018-02-12 23:25:12;open
02;2018-02-09;2018-02-12 17:54:41;open
06;2018-02-09;2018-02-12 15:31:41;open
10;2018-02-09;2018-02-12 10:28:30;click
10;2018-02-09;2018-02-12 10:28:01;click
10;2018-02-09;2018-02-12 10:27:43;click
10;2018-02-09;2018-02-12 10:27:40;click
21;2018-02-09;2018-02-12 09:03:22;open
24;2018-02-09;2018-02-10 00:40:38;open
13;2018-02-09;2018-02-09 23:19:54;open
14;2018-02-09;2018-02-09 22:52:35;click
16;2018-02-09;2018-02-09 21:55:54;open
04;2018-01-19;2018-01-25 08:16:00;open
13;2018-01-19;2018-01-22 15:11:14;open
19;2018-01-19;2018-01-22 11:58:06;open
20;2018-01-19;2018-01-22 09:02:07;click
20;2018-01-19;2018-01-22 09:01:35;click
20;2018-01-19;2018-01-22 09:01:28;click
15;2018-01-19;2018-01-21 01:08:13;open
02;2018-01-19;2018-01-20 18:02:24;open
21;2018-01-19;2018-01-20 16:30:54;click
21;2018-01-19;2018-01-20 16:30:29;open
21;2018-01-19;2018-01-20 16:30:15;open
21;2018-01-19;2018-01-20 16:30:09;open
10;2018-01-19;2018-01-20 14:19:29;open
14;2018-01-19;2018-01-20 10:04:22;open
03;2018-01-19;2018-01-20 00:40:20;open
06;2018-01-19;2018-01-19 22:08:44;open
18;2018-01-19;2018-01-19 22:00:51;open
16;2018-01-19;2018-01-19 21:51:51;open
24;2018-01-19;2018-01-19 21:44:43;open
04;2018-01-12;2018-01-19 18:42:27;open
04;2018-01-12;2018-01-19 17:08:36;open
04;2018-01-12;2018-01-19 17:03:02;open
04;2018-01-12;2018-01-19 12:56:21;open
20;2018-01-12;2018-01-18 14:25:03;click
20;2018-01-12;2018-01-18 14:10:39;click
20;2018-01-12;2018-01-18 14:10:00;click
20;2018-01-12;2018-01-18 14:07:16;click
20;2018-01-12;2018-01-18 14:05:33;click
22;2018-01-12;2018-01-18 08:54:12;click
15;2018-01-12;2018-01-16 23:32:21;open
02;2017-12-15;2018-01-16 10:53:01;open
02;2018-01-12;2018-01-16 10:44:49;click
02;2018-01-12;2018-01-16 10:44:46;click
02;2018-01-12;2018-01-16 10:44:39;open
10;2018-01-12;2018-01-15 15:23:16;click
10;2018-01-12;2018-01-15 15:23:13;click
18;2018-01-12;2018-01-15 10:23:52;open
18;2018-01-12;2018-01-15 10:20:44;click
18;2018-01-12;2018-01-15 10:20:20;open
21;2018-01-12;2018-01-14 22:37:50;open
04;2018-01-12;2018-01-14 10:05:26;open
19;2018-01-12;2018-01-13 17:19:11;open
04;2018-01-12;2018-01-12 21:23:24;click
04;2018-01-12;2018-01-12 21:21:56;click
04;2018-01-12;2018-01-12 21:18:37;open
14;2018-01-12;2018-01-12 18:48:13;open
03;2018-01-12;2018-01-12 18:38:29;click
03;2018-01-12;2018-01-12 18:37:06;click
03;2018-01-12;2018-01-12 18:36:53;open
16;2018-01-12;2018-01-12 17:51:29;open
13;2018-01-12;2018-01-12 17:49:10;click
10;2018-01-12;2018-01-12 17:47:00;click
10;2018-01-12;2018-01-12 17:46:56;click
13;2018-01-12;2018-01-12 17:46:50;click
13;2018-01-12;2018-01-12 17:46:43;open
03;2017-12-01;2018-01-03 02:05:38;open
15;2017-12-15;2017-12-28 13:19:33;open
20;2017-12-08;2017-12-21 10:44:05;click
20;2017-12-08;2017-12-21 10:43:12;click
20;2017-12-08;2017-12-21 10:42:36;click
20;2017-12-08;2017-12-21 10:42:06;click
20;2017-12-15;2017-12-21 10:36:01;click
20;2017-12-15;2017-12-21 10:35:55;click
20;2017-12-15;2017-12-21 10:34:43;click
03;2017-12-15;2017-12-18 21:06:22;click
03;2017-12-15;2017-12-18 21:06:11;open
10;2017-12-15;2017-12-18 10:34:24;click
10;2017-12-15;2017-12-18 10:34:10;click
10;2017-12-15;2017-12-18 10:33:40;click
10;2017-12-15;2017-12-18 10:33:35;click
10;2017-12-15;2017-12-18 10:33:31;click
04;2017-12-15;2017-12-18 08:15:53;open
21;2017-12-15;2017-12-17 15:37:09;open
21;2017-12-15;2017-12-17 15:37:05;open
15;2017-12-08;2017-12-16 10:32:28;open
15;2017-12-15;2017-12-16 10:30:37;open
13;2017-12-15;2017-12-15 22:40:03;open
16;2017-12-15;2017-12-15 20:05:50;open
10;2017-12-15;2017-12-15 19:36:57;open
24;2017-12-15;2017-12-15 18:30:28;open
06;2017-12-15;2017-12-15 18:26:16;open
10;2017-12-08;2017-12-15 12:52:28;click
10;2017-12-08;2017-12-15 12:52:15;click
10;2017-12-08;2017-12-15 12:51:55;click
10;2017-12-08;2017-12-15 12:51:53;click
15;2017-12-08;2017-12-11 20:44:31;open
02;2017-12-08;2017-12-11 13:24:11;open
17;2017-12-08;2017-12-10 17:48:56;open
19;2017-12-08;2017-12-10 13:51:17;open
19;2017-12-08;2017-12-10 13:50:59;open
19;2017-12-08;2017-12-10 13:50:57;open
21;2017-12-08;2017-12-09 18:13:43;open
15;2017-12-08;2017-12-09 13:57:12;open
01;2017-12-08;2017-12-09 10:23:55;click
01;2017-12-08;2017-12-09 10:23:10;click
01;2017-12-08;2017-12-09 10:22:29;open
11;2017-12-08;2017-12-09 05:20:43;open
03;2017-12-08;2017-12-08 22:37:02;click
03;2017-12-08;2017-12-08 22:36:56;open
13;2017-12-08;2017-12-08 20:40:34;open
14;2017-12-08;2017-12-08 20:03:46;click
14;2017-12-08;2017-12-08 19:54:19;open
10;2017-12-08;2017-12-08 19:44:31;click
10;2017-12-08;2017-12-08 19:40:41;click
15;2017-12-08;2017-12-08 19:38:40;open
15;2017-12-08;2017-12-08 19:38:26;open
15;2017-12-08;2017-12-08 19:38:23;open
10;2017-12-08;2017-12-08 19:33:56;click
10;2017-12-08;2017-12-08 19:33:02;open
10;2017-12-08;2017-12-08 19:30:44;open
15;2017-12-08;2017-12-08 19:12:25;click
15;2017-12-08;2017-12-08 19:12:13;open
16;2017-12-08;2017-12-08 19:09:59;open
15;2017-12-08;2017-12-08 19:07:49;open
06;2017-12-08;2017-12-08 18:52:13;open
15;2017-11-24;2017-12-05 01:58:09;open
15;2017-12-01;2017-12-05 01:57:25;open
20;2017-12-01;2017-12-04 08:46:34;click
22;2017-12-01;2017-12-04 08:39:52;open
15;2017-12-01;2017-12-02 12:15:09;open
15;2017-12-01;2017-12-02 12:14:49;open
02;2017-12-01;2017-12-02 10:04:44;open
13;2017-12-01;2017-12-01 21:30:30;open
17;2017-12-01;2017-12-01 17:24:48;open
21;2017-12-01;2017-12-01 17:23:25;open
16;2017-12-01;2017-12-01 17:21:27;open
06;2017-12-01;2017-12-01 17:17:19;open
21;2017-12-01;2017-12-01 17:14:08;open
21;2017-12-01;2017-12-01 17:14:06;open
10;2017-11-17;2017-11-28 13:17:51;click
10;2017-11-17;2017-11-28 13:17:12;click
10;2017-11-17;2017-11-28 13:17:07;click
03;2017-11-17;2017-11-28 02:07:40;open
03;2017-11-24;2017-11-28 01:41:29;open
13;2017-11-24;2017-11-27 17:11:52;open
13;2017-11-24;2017-11-27 17:09:31;open
10;2017-11-24;2017-11-27 15:26:17;click
10;2017-11-24;2017-11-27 15:26:08;click
10;2017-11-24;2017-11-27 15:26:04;click
15;2017-11-24;2017-11-26 04:17:03;open
02;2017-11-24;2017-11-25 14:06:32;open
03;2017-11-24;2017-11-25 01:02:14;open
16;2017-11-24;2017-11-24 22:10:50;open
11;2017-11-24;2017-11-24 17:44:13;click
21;2017-11-24;2017-11-24 17:30:11;open
10;2017-11-17;2017-11-22 10:43:11;click
10;2017-11-17;2017-11-22 10:43:09;click
02;2017-11-17;2017-11-21 14:03:19;open
20;2017-11-17;2017-11-20 17:31:33;click
21;2017-11-17;2017-11-20 15:24:56;open
10;2017-11-17;2017-11-20 11:58:18;open
21;2017-11-17;2017-11-20 11:09:30;open
21;2017-11-17;2017-11-20 11:09:27;open
21;2017-11-17;2017-11-20 09:34:11;open
15;2017-11-17;2017-11-18 13:14:31;open
15;2017-11-17;2017-11-18 13:14:29;open
15;2017-11-17;2017-11-18 13:14:25;open
23;2017-11-17;2017-11-17 20:36:39;open
16;2017-11-17;2017-11-17 18:47:33;open
14;2017-11-17;2017-11-17 18:10:40;open
14;2017-11-17;2017-11-17 18:10:00;open
06;2017-11-17;2017-11-17 18:03:12;open
13;2017-11-17;2017-11-17 17:57:53;click
13;2017-11-17;2017-11-17 17:56:48;click
13;2017-11-17;2017-11-17 17:55:49;open
02;2017-11-03;2017-11-16 09:15:24;open
22;2017-09-15;2017-11-15 09:42:19;open
15;2017-11-03;2017-11-10 18:16:14;open
15;2017-11-03;2017-11-06 16:29:14;open
10;2017-11-03;2017-11-06 10:08:07;click
10;2017-11-03;2017-11-06 10:08:04;click
21;2017-11-03;2017-11-06 09:17:09;open
15;2017-11-03;2017-11-06 03:09:19;open
15;2017-11-03;2017-11-06 00:02:49;open
15;2017-11-03;2017-11-05 18:42:19;open
13;2017-11-03;2017-11-04 01:10:03;open
23;2017-11-03;2017-11-03 23:45:30;open
03;2017-11-03;2017-11-03 19:32:48;click
03;2017-11-03;2017-11-03 19:32:43;click
03;2017-11-03;2017-11-03 19:31:23;open
16;2017-11-03;2017-11-03 18:18:06;open
15;2017-11-03;2017-11-03 18:14:48;open
15;2017-11-03;2017-11-03 18:14:37;open
10;2017-11-03;2017-11-03 18:09:48;click
10;2017-11-03;2017-11-03 18:09:44;click
24;2017-11-03;2017-11-03 17:55:48;open
15;2017-10-27;2017-10-30 13:28:56;open
21;2017-10-27;2017-10-30 11:22:46;open
20;2017-10-27;2017-10-30 09:38:01;click
20;2017-10-27;2017-10-30 09:37:46;click
21;2017-10-27;2017-10-30 08:57:43;open
15;2017-10-27;2017-10-30 05:36:13;open
15;2017-07-21;2017-10-30 05:21:01;open
15;2017-09-01;2017-10-30 05:20:46;open
15;2017-09-15;2017-10-30 05:19:45;open
15;2017-09-15;2017-10-30 05:18:26;open
15;2017-10-20;2017-10-30 05:07:45;open
15;2017-10-27;2017-10-30 02:26:05;open
13;2017-10-27;2017-10-27 21:12:36;open
24;2017-10-27;2017-10-27 20:01:51;open
13;2017-10-27;2017-10-27 19:53:36;open
06;2017-10-27;2017-10-27 18:34:39;open
16;2017-10-27;2017-10-27 18:29:18;open
22;2017-09-15;2017-10-27 15:30:15;click
22;2017-09-15;2017-10-27 15:23:37;click
22;2017-09-15;2017-10-27 15:19:28;click
15;2017-10-13;2017-10-26 00:31:08;open
15;2017-10-20;2017-10-26 00:28:53;open
22;2017-10-20;2017-10-25 09:13:31;open
21;2017-10-13;2017-10-24 15:31:46;open
21;2017-10-13;2017-10-24 15:31:44;open
03;2017-10-20;2017-10-23 22:37:48;open
10;2017-06-09;2017-10-23 12:45:03;click
10;2017-06-09;2017-10-23 12:44:58;click
20;2017-10-20;2017-10-23 08:58:28;click
20;2017-10-20;2017-10-23 08:58:22;click
20;2017-10-20;2017-10-23 08:58:04;click
20;2017-10-20;2017-10-23 08:57:32;click
20;2017-10-20;2017-10-23 08:57:27;click
20;2017-10-20;2017-10-23 08:57:20;click
20;2017-10-20;2017-10-23 08:57:12;click
20;2017-10-20;2017-10-23 08:55:42;click
20;2017-10-20;2017-10-23 08:55:26;click
11;2017-10-20;2017-10-21 16:56:26;open
03;2017-10-20;2017-10-21 01:25:25;open
03;2017-10-20;2017-10-21 01:25:18;open
03;2017-10-20;2017-10-21 01:20:30;open
03;2017-10-20;2017-10-21 01:20:28;open
03;2017-10-20;2017-10-21 01:20:23;open
03;2017-10-20;2017-10-21 01:20:20;open
03;2017-10-20;2017-10-21 01:20:18;open
03;2017-10-20;2017-10-21 01:20:16;open
03;2017-10-20;2017-10-21 01:20:15;open
03;2017-10-20;2017-10-21 01:20:14;open
03;2017-10-20;2017-10-21 01:20:13;open
03;2017-10-20;2017-10-21 01:20:12;open
03;2017-10-20;2017-10-21 01:20:07;open
03;2017-10-20;2017-10-21 01:20:06;open
03;2017-10-20;2017-10-21 01:20:05;open
03;2017-10-20;2017-10-21 01:20:03;open
03;2017-10-20;2017-10-21 01:20:00;open
03;2017-10-20;2017-10-21 01:19:52;open
03;2017-10-20;2017-10-21 01:19:49;open
03;2017-10-20;2017-10-21 01:19:48;open
03;2017-10-20;2017-10-21 01:19:47;open
03;2017-10-20;2017-10-21 01:19:44;open
03;2017-10-20;2017-10-21 01:19:43;open
03;2017-10-20;2017-10-21 01:19:42;open
03;2017-10-20;2017-10-21 01:19:41;open
03;2017-10-20;2017-10-21 01:19:40;open
03;2017-10-20;2017-10-21 01:19:39;open
03;2017-10-20;2017-10-21 01:19:33;open
03;2017-10-20;2017-10-21 01:19:32;open
03;2017-10-20;2017-10-21 01:19:29;open
03;2017-10-20;2017-10-21 01:19:28;open
03;2017-10-20;2017-10-21 01:19:26;open
03;2017-10-20;2017-10-21 01:19:25;open
03;2017-10-20;2017-10-21 01:19:23;open
03;2017-10-20;2017-10-21 01:17:12;click
03;2017-10-20;2017-10-21 01:17:00;click
03;2017-10-20;2017-10-21 01:16:18;open
03;2017-10-13;2017-10-20 22:28:01;open
16;2017-10-20;2017-10-20 19:14:49;open
13;2017-10-20;2017-10-20 18:47:53;click
10;2017-10-20;2017-10-20 18:43:27;click
10;2017-10-20;2017-10-20 18:43:24;click
13;2017-10-20;2017-10-20 18:40:46;click
13;2017-10-20;2017-10-20 18:34:23;click
13;2017-10-20;2017-10-20 18:27:04;click
13;2017-10-20;2017-10-20 18:26:29;open
06;2017-10-20;2017-10-20 18:05:56;open
14;2017-10-20;2017-10-20 17:56:40;open
14;2017-10-20;2017-10-20 17:56:36;open
13;2017-10-13;2017-10-19 22:14:19;open
02;2017-10-13;2017-10-16 20:34:51;open
02;2017-10-06;2017-10-16 20:34:47;open
06;2017-10-13;2017-10-16 15:32:45;open
21;2017-10-13;2017-10-16 09:15:31;open
16;2017-10-13;2017-10-13 20:44:25;open
13;2017-10-13;2017-10-13 17:18:21;click
13;2017-10-13;2017-10-13 17:14:26;open
19;2017-10-06;2017-10-11 03:53:11;click
03;2017-09-29;2017-10-10 21:01:08;open
03;2017-10-06;2017-10-10 01:27:12;click
03;2017-10-06;2017-10-10 01:25:19;open
15;2017-10-06;2017-10-09 07:20:59;open
15;2017-10-06;2017-10-07 18:43:39;open
11;2017-10-06;2017-10-07 07:03:04;open
06;2017-10-06;2017-10-06 22:39:15;open
24;2017-10-06;2017-10-06 18:48:25;click
24;2017-10-06;2017-10-06 18:48:12;click
24;2017-10-06;2017-10-06 18:47:56;open
16;2017-10-06;2017-10-06 17:57:33;open
06;2017-10-06;2017-10-06 17:55:22;click
06;2017-10-06;2017-10-06 17:52:39;click
09;2017-10-06;2017-10-06 17:45:06;click
09;2017-10-06;2017-10-06 17:45:04;click
13;2017-10-06;2017-10-06 17:40:59;click
13;2017-10-06;2017-10-06 17:40:30;open
06;2017-10-06;2017-10-06 17:35:44;click
06;2017-10-06;2017-10-06 17:35:13;open
06;2017-10-06;2017-10-06 17:35:09;open
03;2017-09-29;2017-10-06 02:00:16;open
21;2017-08-25;2017-10-04 10:50:38;open
21;2017-09-29;2017-10-02 15:50:42;open
21;2017-09-29;2017-10-02 09:28:00;open
21;2017-09-29;2017-10-02 09:23:21;open
21;2017-09-29;2017-10-02 09:22:37;open
21;2017-09-29;2017-10-02 09:12:43;open
19;2017-09-29;2017-10-01 10:29:30;click
15;2017-09-29;2017-10-01 01:28:36;open
15;2017-09-29;2017-09-30 14:29:55;open
13;2017-09-29;2017-09-29 18:56:25;click
13;2017-09-29;2017-09-29 18:55:18;open
21;2017-09-29;2017-09-29 17:31:30;open
10;2017-09-29;2017-09-29 17:29:12;click
10;2017-09-29;2017-09-29 17:29:10;click
06;2017-09-29;2017-09-29 17:27:03;open
16;2017-09-29;2017-09-29 17:22:16;open
16;2017-09-29;2017-09-29 17:22:14;open
12;2017-09-15;2017-09-20 19:49:56;click
12;2017-09-15;2017-09-20 19:49:45;click
12;2017-09-15;2017-09-20 19:49:32;click
12;2017-09-15;2017-09-20 19:49:21;click
12;2017-09-15;2017-09-20 19:49:16;click
12;2017-09-15;2017-09-20 19:49:09;click
12;2017-09-15;2017-09-20 19:48:59;open
22;2017-09-15;2017-09-19 11:21:48;open
22;2017-09-15;2017-09-19 11:18:29;click
22;2017-09-15;2017-09-19 11:08:06;click
19;2017-09-15;2017-09-16 15:43:04;open
19;2017-09-15;2017-09-16 15:42:40;open
19;2017-09-15;2017-09-16 15:42:39;open
19;2017-09-15;2017-09-16 15:42:24;open
21;2017-09-15;2017-09-16 11:22:23;open
21;2017-09-15;2017-09-16 09:17:46;open
21;2017-09-15;2017-09-16 09:17:27;open
01;2017-09-15;2017-09-15 23:27:11;click
01;2017-09-15;2017-09-15 23:25:23;open
16;2017-09-15;2017-09-15 20:49:03;open
03;2017-09-15;2017-09-15 19:36:35;click
03;2017-09-15;2017-09-15 19:30:09;click
03;2017-09-15;2017-09-15 19:26:34;open
03;2017-09-15;2017-09-15 18:34:43;open
11;2017-09-15;2017-09-15 18:25:37;open
11;2017-09-15;2017-09-15 18:25:35;open
11;2017-09-15;2017-09-15 18:25:31;open
14;2017-09-15;2017-09-15 18:16:20;click
13;2017-09-15;2017-09-15 18:15:47;open
14;2017-09-15;2017-09-15 18:11:33;open
21;2017-09-01;2017-09-13 10:27:30;open
10;2017-09-01;2017-09-04 12:42:13;click
10;2017-09-01;2017-09-04 12:42:06;click
10;2017-09-01;2017-09-04 12:42:00;click
10;2017-09-01;2017-09-04 12:41:56;click
02;2017-09-01;2017-09-04 12:12:46;open
21;2017-09-01;2017-09-04 09:49:19;open
03;2017-09-01;2017-09-01 22:09:35;click
03;2017-09-01;2017-09-01 22:08:09;click
03;2017-09-01;2017-09-01 22:07:32;open
14;2017-09-01;2017-09-01 21:11:00;click
14;2017-09-01;2017-09-01 21:10:41;open
14;2017-09-01;2017-09-01 21:10:39;open
13;2017-09-01;2017-09-01 19:17:47;click
13;2017-09-01;2017-09-01 19:17:08;click
13;2017-09-01;2017-09-01 19:13:11;open
16;2017-09-01;2017-09-01 18:31:56;open
16;2017-09-01;2017-09-01 18:31:13;open
07;2017-08-25;2017-08-30 10:57:05;open
03;2017-08-25;2017-08-30 00:28:44;click
03;2017-08-25;2017-08-30 00:28:16;open
02;2017-08-25;2017-08-29 12:34:59;open
15;2017-07-07;2017-08-28 13:39:30;open
15;2017-08-25;2017-08-28 13:31:37;open
15;2017-08-25;2017-08-28 13:31:35;open
15;2017-08-25;2017-08-28 13:31:33;open
23;2017-08-25;2017-08-28 11:01:00;open
23;2017-08-25;2017-08-28 09:59:23;open
21;2017-08-25;2017-08-28 09:22:51;open
21;2017-08-25;2017-08-28 09:22:45;open
15;2017-08-25;2017-08-28 04:46:58;open
21;2017-08-25;2017-08-27 18:14:23;open
03;2017-08-25;2017-08-26 01:02:52;click
03;2017-08-25;2017-08-26 01:02:23;open
03;2017-08-25;2017-08-25 23:46:11;click
03;2017-08-25;2017-08-25 23:45:43;open
03;2017-08-25;2017-08-25 23:45:41;open
03;2017-08-25;2017-08-25 23:45:39;open
03;2017-08-25;2017-08-25 23:45:32;open
03;2017-08-25;2017-08-25 23:45:30;open
03;2017-08-25;2017-08-25 23:45:29;open
03;2017-08-25;2017-08-25 23:45:26;open
03;2017-08-25;2017-08-25 23:45:25;open
03;2017-08-25;2017-08-25 23:45:24;open
03;2017-08-25;2017-08-25 23:45:19;open
03;2017-08-25;2017-08-25 23:45:18;open
03;2017-08-25;2017-08-25 23:45:17;open
03;2017-08-25;2017-08-25 23:45:14;open
03;2017-08-25;2017-08-25 23:45:11;open
03;2017-08-25;2017-08-25 23:45:09;open
03;2017-08-25;2017-08-25 23:45:07;open
03;2017-08-25;2017-08-25 23:45:04;open
03;2017-08-25;2017-08-25 23:45:03;open
03;2017-08-25;2017-08-25 23:45:01;open
03;2017-08-25;2017-08-25 23:45:00;open
03;2017-08-25;2017-08-25 23:44:32;click
03;2017-08-25;2017-08-25 23:44:16;open
23;2017-08-25;2017-08-25 21:28:19;open
03;2017-08-25;2017-08-25 19:25:05;open
13;2017-08-25;2017-08-25 18:25:45;click
13;2017-08-25;2017-08-25 18:24:36;open
16;2017-08-25;2017-08-25 17:44:24;open
10;2017-08-25;2017-08-25 17:43:36;click
10;2017-08-25;2017-08-25 17:43:33;click
16;2017-08-25;2017-08-25 17:41:11;click
16;2017-08-25;2017-08-25 17:40:59;open
14;2017-08-25;2017-08-25 17:34:58;open
14;2017-08-25;2017-08-25 17:34:55;open
15;2017-06-09;2017-08-23 17:14:03;open
15;2017-06-09;2017-08-23 17:14:00;open
17;2017-07-14;2017-08-21 12:20:19;click
17;2017-07-14;2017-08-21 12:12:21;click
17;2017-07-14;2017-08-21 12:12:05;open
02;2017-07-21;2017-08-15 20:35:13;open
10;2017-06-09;2017-07-31 15:56:24;click
10;2017-06-09;2017-07-31 15:56:13;click
10;2017-06-09;2017-07-31 15:56:11;click
10;2017-07-21;2017-07-31 11:10:47;click
10;2017-07-21;2017-07-31 11:10:13;click
10;2017-07-21;2017-07-31 11:09:39;click
10;2017-07-21;2017-07-31 11:09:23;click
10;2017-07-21;2017-07-31 11:09:20;click
19;2017-07-21;2017-07-24 04:48:35;click
19;2017-07-21;2017-07-24 04:15:09;click
13;2017-07-21;2017-07-21 23:08:19;click
13;2017-07-21;2017-07-21 21:24:11;click
13;2017-07-21;2017-07-21 21:22:49;click
13;2017-07-21;2017-07-21 21:20:28;click
03;2017-07-21;2017-07-21 20:35:25;click
03;2017-07-21;2017-07-21 20:15:20;click
10;2017-07-21;2017-07-21 18:11:45;click
10;2017-07-21;2017-07-21 18:11:21;click
10;2017-07-21;2017-07-21 18:11:13;click
10;2017-07-21;2017-07-21 18:11:09;click
19;2017-07-14;2017-07-18 02:44:49;click
19;2017-07-14;2017-07-18 02:44:31;click
19;2017-07-14;2017-07-18 02:44:14;click
06;2017-07-14;2017-07-17 17:13:24;click
10;2017-07-14;2017-07-17 13:27:35;click
10;2017-07-14;2017-07-17 13:18:56;click
10;2017-07-14;2017-07-17 13:18:46;click
10;2017-07-14;2017-07-17 13:18:26;click
10;2017-07-14;2017-07-17 13:18:24;click
10;2017-07-14;2017-07-17 13:18:20;click
13;2017-07-14;2017-07-14 20:51:56;click
17;2017-07-14;2017-07-14 20:15:57;click
03;2017-07-14;2017-07-14 20:15:36;click
13;2017-07-14;2017-07-14 18:48:54;click
13;2017-07-14;2017-07-14 18:47:49;click
13;2017-07-14;2017-07-14 18:32:59;click
14;2017-07-14;2017-07-14 18:10:10;click
09;2017-07-14;2017-07-14 17:54:08;click
09;2017-07-14;2017-07-14 17:53:58;click
09;2017-07-14;2017-07-14 17:53:55;click
06;2017-07-14;2017-07-14 17:45:47;click
13;2017-07-07;2017-07-12 23:01:12;click
01;2017-07-07;2017-07-08 14:25:18;click
01;2017-07-07;2017-07-08 13:50:39;click
01;2017-07-07;2017-07-08 13:48:25;click
01;2017-07-07;2017-07-08 13:48:20;click
01;2017-07-07;2017-07-08 13:47:03;click
13;2017-07-07;2017-07-07 21:11:28;click
13;2017-07-07;2017-07-07 21:04:19;click
13;2017-07-07;2017-07-07 19:54:19;click
09;2017-07-07;2017-07-07 18:18:22;click
09;2017-07-07;2017-07-07 18:18:18;click
09;2017-07-07;2017-07-07 18:18:13;click
09;2017-07-07;2017-07-07 18:18:09;click
03;2017-07-07;2017-07-07 18:06:04;click
10;2017-07-07;2017-07-07 17:44:03;click
10;2017-07-07;2017-07-07 17:43:58;click
14;2017-07-07;2017-07-07 17:42:54;click
15;2017-07-07;2017-07-07 17:38:13;click
15;2017-07-07;2017-07-07 17:38:10;click
15;2017-07-07;2017-07-07 17:38:02;click
15;2017-07-07;2017-07-07 17:32:43;click
15;2017-07-07;2017-07-07 17:32:18;click
17;2017-06-30;2017-07-05 10:24:24;click
21;2017-06-30;2017-07-03 08:22:31;click
17;2017-03-17;2017-07-01 16:19:27;click
13;2017-06-30;2017-06-30 22:36:36;click
09;2017-06-30;2017-06-30 19:39:26;click
09;2017-06-30;2017-06-30 19:39:18;click
13;2017-06-30;2017-06-30 18:38:16;click
13;2017-06-30;2017-06-30 18:17:25;click
13;2017-06-30;2017-06-30 18:16:45;click
10;2017-06-09;2017-06-23 12:25:44;click
10;2017-06-09;2017-06-23 12:25:40;click
10;2017-06-16;2017-06-19 15:25:52;click
10;2017-06-16;2017-06-19 15:25:47;click
17;2017-06-16;2017-06-16 23:16:53;click
17;2017-06-16;2017-06-16 23:11:54;click
17;2017-06-16;2017-06-16 23:09:19;click
17;2017-06-16;2017-06-16 20:40:13;click
10;2017-06-09;2017-06-12 10:44:05;click
10;2017-06-09;2017-06-12 10:43:58;click
10;2017-06-09;2017-06-12 10:43:50;click
10;2017-06-09;2017-06-12 10:43:38;click
10;2017-06-09;2017-06-12 10:43:35;click
13;2017-06-09;2017-06-09 21:58:15;click
13;2017-06-09;2017-06-09 21:49:31;click
15;2017-06-09;2017-06-09 18:11:17;click
15;2017-06-09;2017-06-09 18:11:16;click
15;2017-06-09;2017-06-09 18:11:14;click
15;2017-06-09;2017-06-09 18:11:09;click
15;2017-06-09;2017-06-09 18:11:07;click
15;2017-06-09;2017-06-09 18:06:08;click
15;2017-06-09;2017-06-09 18:06:03;click
15;2017-06-09;2017-06-09 18:06:02;click
15;2017-06-09;2017-06-09 18:05:58;click
15;2017-06-09;2017-06-09 18:05:57;click
